nombre,evasion,categoria,cantidad,complejo,duracion,orientacion,estacion,fecha
Ch2_20181023115117-01.mkv,SI,CASO_3,1,NO,20.0,FRONT,POLICARPA,2018-10-23 11:51:17
Ch2_20181023115117-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 11:51:17
Ch2_20181023120925-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 12:09:25
Ch2_20181023120925-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-23 12:09:25
Ch2_20181023120925-02.mkv,SI,CASO_1,3,NO,20.0,FRONT,POLICARPA,2018-10-23 12:09:25
Ch2_20181023122730-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 12:27:30
Ch2_20181023122730-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 12:27:30
Ch2_20181023132147-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 13:21:47
Ch2_20181023133952-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 13:39:52
Ch2_20181023135758-00.mkv,SI,CASO_2,1,NO,21.0,FRONT,POLICARPA,2018-10-23 13:57:58
Ch2_20181023141603-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 14:16:03
Ch2_20181023141603-01.mkv,SI,CASO_3,2,YES,20.0,FRONT,POLICARPA,2018-10-23 14:16:03
Ch2_20181023145215-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 14:52:15
Ch2_20181023151020-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 15:10:20
Ch2_20181023154633-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 15:46:33
Ch2_20181023164050-00.mkv,SI,CASO_1,3,NO,21.0,FRONT,POLICARPA,2018-10-23 16:40:50
Ch2_20181023164050-01.mkv,SI,CASO_1,4,YES,21.0,FRONT,POLICARPA,2018-10-23 16:40:50
Ch2_20181023165855-00.mkv,SI,CASO_1,4,YES,21.0,FRONT,POLICARPA,2018-10-23 16:58:55
Ch2_20181023165855-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 16:58:55
Ch2_20181023165855-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 16:58:55
Ch2_20181023173506-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-23 17:35:06
Ch2_20181023173506-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 17:35:06
Ch2_20181023173506-02.mkv,SI,CASO_3,3,NO,21.0,FRONT,POLICARPA,2018-10-23 17:35:06
Ch2_20181023175306-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 17:53:06
Ch2_20181023175306-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 17:53:06
Ch2_20181023181107-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 18:11:07
Ch2_20181023182906-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 18:29:06
Ch2_20181023184705-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 18:47:05
Ch2_20181023194104-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-23 19:41:04
Ch2_20181023203503-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 20:35:03
0-Ch1_20181122094451-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122094451-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122094451-02.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122094451-03.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122094451-06.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122094451-07.mkv,NO,CASO_2,0,YES,20.0,BACK,NIEVES,
0-Ch1_20181122094451-08.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122094451-09.mkv,NO,CASO_2,0,NO,10.0,BACK,NIEVES,
0-Ch1_20181122122743-00.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122122743-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122122743-02.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122122743-03.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122124548-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122124548-01.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122124548-02.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122130354-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122130354-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122130354-02.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122132159-00.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122132159-01.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122132159-02.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122134005-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122134005-01.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122134005-02.mkv,NO,CASO_2,0,YES,20.0,BACK,NIEVES,
0-Ch1_20181122134005-03.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122134005-04.mkv,NO,CASO_4,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122134005-05.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122134005-06.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122134005-07.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122135812-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122135812-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122135812-02.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122135812-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122135812-04.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122135812-05.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122141618-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122141618-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122145233-01.mkv,NO,CASO_2,0,NO,21.8,BACK,NIEVES,
0-Ch1_20181122151039-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122151039-01.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122152844-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122152844-03.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122152844-04.mkv,NO,CASO_4,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122152844-05.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122154650-00.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122154650-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122160455-00.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122160455-01.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122160455-02.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122160455-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122162258-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122162258-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122162258-02.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122162258-03.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122162258-04.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122162258-05.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122162258-06.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122164059-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122164059-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122164059-02.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122164059-03.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122164059-04.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122165858-00.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122165858-01.mkv,NO,CASO_2,0,YES,20.0,BACK,NIEVES,
0-Ch1_20181122165858-02.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122165858-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122171659-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122171659-01.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122171659-02.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122173503-00.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122173503-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122173503-02.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122173503-03.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122173503-04.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122214700-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122214700-01.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122214700-02.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122214700-03.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122214700-04.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122220501-00.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122220501-01.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122220501-02.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181122220501-03.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181122220501-04.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123071058-00.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123071058-01.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123071058-02.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123071058-03.mkv,NO,CASO_3,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123071058-04.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123072903-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181123072903-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181123072903-02.mkv,NO,CASO_3,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181123074709-00.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch1_20181123074709-01.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch1_20181118060641-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118060641-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118060641-02.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118062447-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118062447-01.mkv,NO,CASO_2,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118062447-02.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118062447-03.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118064252-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118064252-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118064252-02.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118064252-03.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118064252-04.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118064252-05.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118070100-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118070100-01.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118070100-02.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118071905-00.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118071905-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118071905-02.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118071905-03.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118071905-04.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118084933-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118084933-01.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118084933-02.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118084933-03.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118084933-04.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118090741-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118090741-01.mkv,NO,CASO_2,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118090741-02.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118090741-03.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118090741-04.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118113225-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118113225-01.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118113225-02.mkv,NO,CASO_3,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118113225-03.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118115030-00.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118115030-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118115030-02.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118115030-03.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118115030-04.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118115030-05.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118115030-06.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118120836-00.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118120836-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118120836-02.mkv,NO,CASO_3,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118120836-03.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118122641-00.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118122641-01.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118122641-02.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118124447-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118124447-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118124447-02.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118124447-03.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118124447-04.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118130252-00.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118130252-01.mkv,NO,CASO_2,0,YES,21.0,FRONT,NIEVES,
0-Ch1_20181118130252-02.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118130252-03.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118130252-04.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118132058-00.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118132058-01.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118132058-02.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118132058-03.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118133906-00.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118133906-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118133906-02.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118133906-03.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118141519-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118141519-01.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118141519-02.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118141519-03.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118165812-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118165812-01.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118171618-00.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118171618-01.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118171618-02.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118173422-00.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118175221-00.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118175221-01.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118175221-02.mkv,NO,CASO_4,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118175221-03.mkv,NO,CASO_4,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118181020-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118181020-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118181020-02.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118182821-00.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118182821-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118182821-02.mkv,NO,CASO_2,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118182821-03.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118182821-04.mkv,NO,CASO_3,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118184620-00.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118184620-01.mkv,NO,CASO_1,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118184620-02.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118190419-00.mkv,NO,CASO_3,0,NO,21.0,FRONT,NIEVES,
0-Ch1_20181118190419-01.mkv,NO,CASO_1,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118190419-02.mkv,NO,CASO_2,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118190419-03.mkv,NO,CASO_2,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118190419-04.mkv,NO,CASO_3,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118192218-00.mkv,NO,CASO_3,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118192218-01.mkv,NO,CASO_3,0,NO,20.0,FRONT,NIEVES,
0-Ch1_20181118192218-02.mkv,NO,CASO_2,0,NO,20.0,FRONT,NIEVES,
0-Ch2_20181118090728-00.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118090728-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118090728-02.mkv,NO,CASO_4,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118090728-03.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118090728-04.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118090728-05.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118092534-00.mkv,NO,CASO_4,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118092534-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118092534-02.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118094339-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118094339-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118094339-02.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118094339-03.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118100145-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118100145-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118100145-02.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118100145-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118100145-04.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118101950-00.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118101950-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118101950-02.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118101950-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118101950-04.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118103756-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118103756-01.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118103756-02.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118103756-03.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118105601-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118105601-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118105601-02.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118105601-03.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118111409-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118111409-01.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118111409-02.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118111409-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118111409-04.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118113214-00.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118113214-01.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118115020-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118115020-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118115020-02.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118115020-03.mkv,NO,CASO_1,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118120827-00.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118120827-01.mkv,NO,CASO_2,0,YES,20.0,BACK,NIEVES,
0-Ch2_20181118120827-02.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118120827-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118122633-00.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118122633-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118124440-00.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118124440-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118130246-00.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118130246-01.mkv,NO,CASO_2,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118130246-02.mkv,NO,CASO_4,0,NO,20.0,BACK,NIEVES,
0-Ch2_20181118130246-03.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118130246-04.mkv,NO,CASO_4,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118130246-05.mkv,NO,CASO_1,0,NO,21.0,BACK,NIEVES,
0-Ch2_20181118130246-06.mkv,NO,CASO_2,0,NO,21.0,BACK,NIEVES,
